Name,Date,Location,Type,Region,Latitude,Longitude,Weather Code,Max Temperature,Min Temperature,Weather Forecast
Joey Harkum,4/2/2024, High Dive,Music,Fremont / Ballard,41.7111625,-93.6318959,51,9.8,0.2,"{'latitude': 41.69963, 'longitude': -93.64569, 'generationtime_ms': 0.07700920104980469, 'utc_offset_seconds': 0, 'timezone': 'GMT', 'timezone_abbreviation': 'GMT', 'elevation': 293.0, 'daily_units': {'time': 'iso8601', 'weather_code': 'wmo code', 'temperature_2m_max': '°C', 'temperature_2m_min': '°C'}, 'daily': {'time': ['2024-03-08'], 'weather_code': [51], 'temperature_2m_max': [9.8], 'temperature_2m_min': [0.2]}}"
Brad Parsons,3/17/2024, High Dive,Music,Fremont / Ballard,41.7111625,-93.6318959,51,9.8,0.2,"{'latitude': 41.69963, 'longitude': -93.64569, 'generationtime_ms': 0.0749826431274414, 'utc_offset_seconds': 0, 'timezone': 'GMT', 'timezone_abbreviation': 'GMT', 'elevation': 293.0, 'daily_units': {'time': 'iso8601', 'weather_code': 'wmo code', 'temperature_2m_max': '°C', 'temperature_2m_min': '°C'}, 'daily': {'time': ['2024-03-08'], 'weather_code': [51], 'temperature_2m_max': [9.8], 'temperature_2m_min': [0.2]}}"
Festal: Irish Festival Seattle,3/16/2024 through 3/17/2024, Seattle Center,Festivals & Special Events,Queen Anne / Seattle Center,47.621255,-122.34974101387942,3,9.4,1.9,"{'latitude': 47.621212, 'longitude': -122.33498, 'generationtime_ms': 0.06401538848876953, 'utc_offset_seconds': 0, 'timezone': 'GMT', 'timezone_abbreviation': 'GMT', 'elevation': 41.0, 'daily_units': {'time': 'iso8601', 'weather_code': 'wmo code', 'temperature_2m_max': '°C', 'temperature_2m_min': '°C'}, 'daily': {'time': ['2024-03-08'], 'weather_code': [3], 'temperature_2m_max': [9.4], 'temperature_2m_min': [1.9]}}"
Frye in Focus: LINEAJES + Frye Salon,Now through 3/9/2024, Frye Art Museum,Museums,Capitol Hill / Central District,47.60719095,-122.32405377084555,3,9.3,1.7,"{'latitude': 47.595562, 'longitude': -122.32442, 'generationtime_ms': 0.07402896881103516, 'utc_offset_seconds': 0, 'timezone': 'GMT', 'timezone_abbreviation': 'GMT', 'elevation': 102.0, 'daily_units': {'time': 'iso8601', 'weather_code': 'wmo code', 'temperature_2m_max': '°C', 'temperature_2m_min': '°C'}, 'daily': {'time': ['2024-03-08'], 'weather_code': [3], 'temperature_2m_max': [9.3], 'temperature_2m_min': [1.7]}}"
Window on Washington Waters,Ongoing, Seattle Aquarium,Museums,Downtown,47.60762475,-122.34322017076866,3,9.7,2.2,"{'latitude': 47.621212, 'longitude': -122.33498, 'generationtime_ms': 0.07295608520507812, 'utc_offset_seconds': 0, 'timezone': 'GMT', 'timezone_abbreviation': 'GMT', 'elevation': 3.0, 'daily_units': {'time': 'iso8601', 'weather_code': 'wmo code', 'temperature_2m_max': '°C', 'temperature_2m_min': '°C'}, 'daily': {'time': ['2024-03-08'], 'weather_code': [3], 'temperature_2m_max': [9.7], 'temperature_2m_min': [2.2]}}"
Short Stories Live: Through Someone Else’s Eyes,3/10/2024, Town Hall Seattle,Readings & Lectures,Downtown,47.6090191,-122.32993774092222,3,9.2,1.7,"{'latitude': 47.621212, 'longitude': -122.33498, 'generationtime_ms': 0.07402896881103516, 'utc_offset_seconds': 0, 'timezone': 'GMT', 'timezone_abbreviation': 'GMT', 'elevation': 77.0, 'daily_units': {'time': 'iso8601', 'weather_code': 'wmo code', 'temperature_2m_max': '°C', 'temperature_2m_min': '°C'}, 'daily': {'time': ['2024-03-08'], 'weather_code': [3], 'temperature_2m_max': [9.2], 'temperature_2m_min': [1.7]}}"
Weep Wave,4/5/2024, Sunset Tavern,Music,Fremont / Ballard,36.0254577,-114.9637699,3,18.4,9.8,"{'latitude': 36.026024, 'longitude': -114.974945, 'generationtime_ms': 0.04601478576660156, 'utc_offset_seconds': 0, 'timezone': 'GMT', 'timezone_abbreviation': 'GMT', 'elevation': 615.0, 'daily_units': {'time': 'iso8601', 'weather_code': 'wmo code', 'temperature_2m_max': '°C', 'temperature_2m_min': '°C'}, 'daily': {'time': ['2024-03-08'], 'weather_code': [3], 'temperature_2m_max': [18.4], 'temperature_2m_min': [9.8]}}"
University District Farmers Market,Ongoing, University District Farmers Market,Festivals & Special Events,University District,47.665682950000004,-122.3130697496926,3,9.6,1.6,"{'latitude': 47.653973, 'longitude': -122.3074, 'generationtime_ms': 0.07390975952148438, 'utc_offset_seconds': 0, 'timezone': 'GMT', 'timezone_abbreviation': 'GMT', 'elevation': 71.0, 'daily_units': {'time': 'iso8601', 'weather_code': 'wmo code', 'temperature_2m_max': '°C', 'temperature_2m_min': '°C'}, 'daily': {'time': ['2024-03-08'], 'weather_code': [3], 'temperature_2m_max': [9.6], 'temperature_2m_min': [1.6]}}"
Asher Roth,4/6/2024, Nectar Lounge,Music,Fremont / Ballard,47.6523876,-122.3538541520202,3,9.5,2.1,"{'latitude': 47.646866, 'longitude': -122.345505, 'generationtime_ms': 0.06902217864990234, 'utc_offset_seconds': 0, 'timezone': 'GMT', 'timezone_abbreviation': 'GMT', 'elevation': 18.0, 'daily_units': {'time': 'iso8601', 'weather_code': 'wmo code', 'temperature_2m_max': '°C', 'temperature_2m_min': '°C'}, 'daily': {'time': ['2024-03-08'], 'weather_code': [3], 'temperature_2m_max': [9.5], 'temperature_2m_min': [2.1]}}"
Life on the Edge,Ongoing, Seattle Aquarium,Museums,Downtown,47.60762475,-122.34322017076866,3,9.7,2.2,"{'latitude': 47.621212, 'longitude': -122.33498, 'generationtime_ms': 0.07009506225585938, 'utc_offset_seconds': 0, 'timezone': 'GMT', 'timezone_abbreviation': 'GMT', 'elevation': 3.0, 'daily_units': {'time': 'iso8601', 'weather_code': 'wmo code', 'temperature_2m_max': '°C', 'temperature_2m_min': '°C'}, 'daily': {'time': ['2024-03-08'], 'weather_code': [3], 'temperature_2m_max': [9.7], 'temperature_2m_min': [2.2]}}"
LeMay – America’s Car Museum,Ongoing, LeMay - America's Car Museum,Museums,South,47.2362108,-122.43044382406997,3,10.1,1.4,"{'latitude': 47.244843, 'longitude': -122.42595, 'generationtime_ms': 0.07808208465576172, 'utc_offset_seconds': 0, 'timezone': 'GMT', 'timezone_abbreviation': 'GMT', 'elevation': 31.0, 'daily_units': {'time': 'iso8601', 'weather_code': 'wmo code', 'temperature_2m_max': '°C', 'temperature_2m_min': '°C'}, 'daily': {'time': ['2024-03-08'], 'weather_code': [3], 'temperature_2m_max': [10.1], 'temperature_2m_min': [1.4]}}"
The Paper Kites,3/9/2024, The Neptune Theatre,Music,University District,,,,,,
Helene Grimaud,3/9/2024, Meany Center for the Performing Arts,Music,University District,,,,,,
"Be Water, My Friend: The Teachings Of Bruce Lee",Now through 7/28/2024, Wing Luke Museum,Museums,International District,47.5982461,-122.3228705,3,9.7,2.1,"{'latitude': 47.595562, 'longitude': -122.32442, 'generationtime_ms': 0.07092952728271484, 'utc_offset_seconds': 0, 'timezone': 'GMT', 'timezone_abbreviation': 'GMT', 'elevation': 33.0, 'daily_units': {'time': 'iso8601', 'weather_code': 'wmo code', 'temperature_2m_max': '°C', 'temperature_2m_min': '°C'}, 'daily': {'time': ['2024-03-08'], 'weather_code': [3], 'temperature_2m_max': [9.7], 'temperature_2m_min': [2.1]}}"
GARZA of Thievery Corporation,4/5/2024, Nectar Lounge,Music,Fremont / Ballard,47.6523876,-122.3538541520202,3,9.5,2.1,"{'latitude': 47.646866, 'longitude': -122.345505, 'generationtime_ms': 0.06508827209472656, 'utc_offset_seconds': 0, 'timezone': 'GMT', 'timezone_abbreviation': 'GMT', 'elevation': 18.0, 'daily_units': {'time': 'iso8601', 'weather_code': 'wmo code', 'temperature_2m_max': '°C', 'temperature_2m_min': '°C'}, 'daily': {'time': ['2024-03-08'], 'weather_code': [3], 'temperature_2m_max': [9.5], 'temperature_2m_min': [2.1]}}"
Warren Zeiders,3/16/2024, Showbox SoDo,Music,Pioneer Square,47.5880461,-122.333928,3,9.9,2.3,"{'latitude': 47.595562, 'longitude': -122.32442, 'generationtime_ms': 0.07200241088867188, 'utc_offset_seconds': 0, 'timezone': 'GMT', 'timezone_abbreviation': 'GMT', 'elevation': 5.0, 'daily_units': {'time': 'iso8601', 'weather_code': 'wmo code', 'temperature_2m_max': '°C', 'temperature_2m_min': '°C'}, 'daily': {'time': ['2024-03-08'], 'weather_code': [3], 'temperature_2m_max': [9.9], 'temperature_2m_min': [2.3]}}"
Deities and Demons: Supernatural in Japanese Art,Ongoing, Seattle Art Museum,Museums,Downtown,47.6077008,-122.3385575,3,9.4,1.9,"{'latitude': 47.621212, 'longitude': -122.33498, 'generationtime_ms': 0.054955482482910156, 'utc_offset_seconds': 0, 'timezone': 'GMT', 'timezone_abbreviation': 'GMT', 'elevation': 41.0, 'daily_units': {'time': 'iso8601', 'weather_code': 'wmo code', 'temperature_2m_max': '°C', 'temperature_2m_min': '°C'}, 'daily': {'time': ['2024-03-08'], 'weather_code': [3], 'temperature_2m_max': [9.4], 'temperature_2m_min': [1.9]}}"
Stew,3/15/2024 through 3/31/2024, ACT Theatre,Theatre,Downtown,47.6108495,-122.3323262,3,9.2,1.7,"{'latitude': 47.621212, 'longitude': -122.33498, 'generationtime_ms': 0.09298324584960938, 'utc_offset_seconds': 0, 'timezone': 'GMT', 'timezone_abbreviation': 'GMT', 'elevation': 77.0, 'daily_units': {'time': 'iso8601', 'weather_code': 'wmo code', 'temperature_2m_max': '°C', 'temperature_2m_min': '°C'}, 'daily': {'time': ['2024-03-08'], 'weather_code': [3], 'temperature_2m_max': [9.2], 'temperature_2m_min': [1.7]}}"
Monster Energy AMA Supercross!,3/23/2024, Lumen Field,Festivals & Special Events,Pioneer Square,47.5953459,-122.33164431196111,3,9.9,2.3,"{'latitude': 47.595562, 'longitude': -122.32442, 'generationtime_ms': 0.09500980377197266, 'utc_offset_seconds': 0, 'timezone': 'GMT', 'timezone_abbreviation': 'GMT', 'elevation': 11.0, 'daily_units': {'time': 'iso8601', 'weather_code': 'wmo code', 'temperature_2m_max': '°C', 'temperature_2m_min': '°C'}, 'daily': {'time': ['2024-03-08'], 'weather_code': [3], 'temperature_2m_max': [9.9], 'temperature_2m_min': [2.3]}}"
Kim Dracula,3/25/2024, Neumos,Music,Capitol Hill / Central District,47.613954,-122.3196108,3,9.1,1.6,"{'latitude': 47.621212, 'longitude': -122.33498, 'generationtime_ms': 0.0749826431274414, 'utc_offset_seconds': 0, 'timezone': 'GMT', 'timezone_abbreviation': 'GMT', 'elevation': 95.0, 'daily_units': {'time': 'iso8601', 'weather_code': 'wmo code', 'temperature_2m_max': '°C', 'temperature_2m_min': '°C'}, 'daily': {'time': ['2024-03-08'], 'weather_code': [3], 'temperature_2m_max': [9.1], 'temperature_2m_min': [1.6]}}"
Taylor Rave,3/15/2024, The Showbox,Music,Downtown,47.6085136,-122.3394726,3,9.4,1.9,"{'latitude': 47.621212, 'longitude': -122.33498, 'generationtime_ms': 0.06604194641113281, 'utc_offset_seconds': 0, 'timezone': 'GMT', 'timezone_abbreviation': 'GMT', 'elevation': 42.0, 'daily_units': {'time': 'iso8601', 'weather_code': 'wmo code', 'temperature_2m_max': '°C', 'temperature_2m_min': '°C'}, 'daily': {'time': ['2024-03-08'], 'weather_code': [3], 'temperature_2m_max': [9.4], 'temperature_2m_min': [1.9]}}"
Ballard Farmers Market – Sunday,Ongoing, Ballard Farmers Market,Festivals & Special Events,Fremont / Ballard,,,,,,
Cody Bartels,3/13/2024, High Dive,Music,Fremont / Ballard,41.7111625,-93.6318959,51,9.8,0.2,"{'latitude': 41.69963, 'longitude': -93.64569, 'generationtime_ms': 0.06902217864990234, 'utc_offset_seconds': 0, 'timezone': 'GMT', 'timezone_abbreviation': 'GMT', 'elevation': 293.0, 'daily_units': {'time': 'iso8601', 'weather_code': 'wmo code', 'temperature_2m_max': '°C', 'temperature_2m_min': '°C'}, 'daily': {'time': ['2024-03-08'], 'weather_code': [51], 'temperature_2m_max': [9.8], 'temperature_2m_min': [0.2]}}"
The Forensic Archive of Landscapes: Paloma Contreras Lomas,3/20/2024, Seattle Art Museum,Museums,Downtown,47.6077008,-122.3385575,3,9.4,1.9,"{'latitude': 47.621212, 'longitude': -122.33498, 'generationtime_ms': 0.07402896881103516, 'utc_offset_seconds': 0, 'timezone': 'GMT', 'timezone_abbreviation': 'GMT', 'elevation': 41.0, 'daily_units': {'time': 'iso8601', 'weather_code': 'wmo code', 'temperature_2m_max': '°C', 'temperature_2m_min': '°C'}, 'daily': {'time': ['2024-03-08'], 'weather_code': [3], 'temperature_2m_max': [9.4], 'temperature_2m_min': [1.9]}}"
Autoheart,3/15/2024, El Corazon,Music,Downtown,-5.2464353,-78.9699948,80,23.7,17.6,"{'latitude': -5.125, 'longitude': -79.0, 'generationtime_ms': 0.025987625122070312, 'utc_offset_seconds': 0, 'timezone': 'GMT', 'timezone_abbreviation': 'GMT', 'elevation': 1630.0, 'daily_units': {'time': 'iso8601', 'weather_code': 'wmo code', 'temperature_2m_max': '°C', 'temperature_2m_min': '°C'}, 'daily': {'time': ['2024-03-08'], 'weather_code': [80], 'temperature_2m_max': [23.7], 'temperature_2m_min': [17.6]}}"
Tea Obreht,3/25/2024, Elliott Bay Book Company,Readings & Lectures,Capitol Hill / Central District,47.6146657,-122.319677,3,9.1,1.6,"{'latitude': 47.621212, 'longitude': -122.33498, 'generationtime_ms': 0.07200241088867188, 'utc_offset_seconds': 0, 'timezone': 'GMT', 'timezone_abbreviation': 'GMT', 'elevation': 97.0, 'daily_units': {'time': 'iso8601', 'weather_code': 'wmo code', 'temperature_2m_max': '°C', 'temperature_2m_min': '°C'}, 'daily': {'time': ['2024-03-08'], 'weather_code': [3], 'temperature_2m_max': [9.1], 'temperature_2m_min': [1.6]}}"
Al Young’s 1970 Dodge Challenger Drag Racer,Now through 3/31/2024, Museum of History & Industry,Museums,Queen Anne / Seattle Center,47.6275114,-122.3367506,3,9.7,2.2,"{'latitude': 47.621212, 'longitude': -122.33498, 'generationtime_ms': 0.06699562072753906, 'utc_offset_seconds': 0, 'timezone': 'GMT', 'timezone_abbreviation': 'GMT', 'elevation': 3.0, 'daily_units': {'time': 'iso8601', 'weather_code': 'wmo code', 'temperature_2m_max': '°C', 'temperature_2m_min': '°C'}, 'daily': {'time': ['2024-03-08'], 'weather_code': [3], 'temperature_2m_max': [9.7], 'temperature_2m_min': [2.2]}}"
Metaphor into Form: Art in the Era of the Pilchuck Glass School,Ongoing, Tacoma Art Museum,Museums,South,47.2475134,-122.43680521780016,3,10.2,1.5,"{'latitude': 47.244843, 'longitude': -122.42595, 'generationtime_ms': 0.0629425048828125, 'utc_offset_seconds': 0, 'timezone': 'GMT', 'timezone_abbreviation': 'GMT', 'elevation': 19.0, 'daily_units': {'time': 'iso8601', 'weather_code': 'wmo code', 'temperature_2m_max': '°C', 'temperature_2m_min': '°C'}, 'daily': {'time': ['2024-03-08'], 'weather_code': [3], 'temperature_2m_max': [10.2], 'temperature_2m_min': [1.5]}}"
Northwest Native Art,Ongoing, Burke Museum,Museums,University District,47.6605211,-122.31156049949824,3,9.6,1.6,"{'latitude': 47.653973, 'longitude': -122.3074, 'generationtime_ms': 0.07593631744384766, 'utc_offset_seconds': 0, 'timezone': 'GMT', 'timezone_abbreviation': 'GMT', 'elevation': 66.0, 'daily_units': {'time': 'iso8601', 'weather_code': 'wmo code', 'temperature_2m_max': '°C', 'temperature_2m_min': '°C'}, 'daily': {'time': ['2024-03-08'], 'weather_code': [3], 'temperature_2m_max': [9.6], 'temperature_2m_min': [1.6]}}"
Boundless: Stories of Asian Art,Ongoing, Seattle Asian Art Museum,Museums,Capitol Hill / Central District,47.63029565,-122.31413540328062,3,9.3,1.1,"{'latitude': 47.628304, 'longitude': -122.29689, 'generationtime_ms': 0.07700920104980469, 'utc_offset_seconds': 0, 'timezone': 'GMT', 'timezone_abbreviation': 'GMT', 'elevation': 137.0, 'daily_units': {'time': 'iso8601', 'weather_code': 'wmo code', 'temperature_2m_max': '°C', 'temperature_2m_min': '°C'}, 'daily': {'time': ['2024-03-08'], 'weather_code': [3], 'temperature_2m_max': [9.3], 'temperature_2m_min': [1.1]}}"
Tim McGraw,3/29/2024, Climate Pledge Arena,Music,Queen Anne / Seattle Center,47.6219014,-122.353990491486,3,9.4,1.9,"{'latitude': 47.621212, 'longitude': -122.33498, 'generationtime_ms': 0.07402896881103516, 'utc_offset_seconds': 0, 'timezone': 'GMT', 'timezone_abbreviation': 'GMT', 'elevation': 45.0, 'daily_units': {'time': 'iso8601', 'weather_code': 'wmo code', 'temperature_2m_max': '°C', 'temperature_2m_min': '°C'}, 'daily': {'time': ['2024-03-08'], 'weather_code': [3], 'temperature_2m_max': [9.4], 'temperature_2m_min': [1.9]}}"
Benjamin Wurgaft and Merry White,3/15/2024, Town Hall Seattle,Readings & Lectures,Downtown,47.6090191,-122.32993774092222,3,9.2,1.7,"{'latitude': 47.621212, 'longitude': -122.33498, 'generationtime_ms': 0.04601478576660156, 'utc_offset_seconds': 0, 'timezone': 'GMT', 'timezone_abbreviation': 'GMT', 'elevation': 77.0, 'daily_units': {'time': 'iso8601', 'weather_code': 'wmo code', 'temperature_2m_max': '°C', 'temperature_2m_min': '°C'}, 'daily': {'time': ['2024-03-08'], 'weather_code': [3], 'temperature_2m_max': [9.2], 'temperature_2m_min': [1.7]}}"
Harold and the Purple Crayon,3/23/2024 through 3/30/2024, Marion Oliver McCaw Hall,Dance,Queen Anne / Seattle Center,47.62397705,-122.35038850536958,3,9.5,2.0,"{'latitude': 47.621212, 'longitude': -122.33498, 'generationtime_ms': 0.08308887481689453, 'utc_offset_seconds': 0, 'timezone': 'GMT', 'timezone_abbreviation': 'GMT', 'elevation': 38.0, 'daily_units': {'time': 'iso8601', 'weather_code': 'wmo code', 'temperature_2m_max': '°C', 'temperature_2m_min': '°C'}, 'daily': {'time': ['2024-03-08'], 'weather_code': [3], 'temperature_2m_max': [9.5], 'temperature_2m_min': [2.0]}}"
American Art: The Stories We Carry,Ongoing, Seattle Art Museum,Museums,Downtown,47.6077008,-122.3385575,3,9.4,1.9,"{'latitude': 47.621212, 'longitude': -122.33498, 'generationtime_ms': 0.05710124969482422, 'utc_offset_seconds': 0, 'timezone': 'GMT', 'timezone_abbreviation': 'GMT', 'elevation': 41.0, 'daily_units': {'time': 'iso8601', 'weather_code': 'wmo code', 'temperature_2m_max': '°C', 'temperature_2m_min': '°C'}, 'daily': {'time': ['2024-03-08'], 'weather_code': [3], 'temperature_2m_max': [9.4], 'temperature_2m_min': [1.9]}}"
Oneus,3/16/2024, The Moore Theatre,Music,Downtown,42.2896932,-83.7207314,63,8.6,3.3,"{'latitude': 42.292328, 'longitude': -83.736755, 'generationtime_ms': 0.06902217864990234, 'utc_offset_seconds': 0, 'timezone': 'GMT', 'timezone_abbreviation': 'GMT', 'elevation': 263.0, 'daily_units': {'time': 'iso8601', 'weather_code': 'wmo code', 'temperature_2m_max': '°C', 'temperature_2m_min': '°C'}, 'daily': {'time': ['2024-03-08'], 'weather_code': [63], 'temperature_2m_max': [8.6], 'temperature_2m_min': [3.3]}}"
Dr. Jane Goodall,3/30/2024, The Moore Theatre,Readings & Lectures,Downtown,42.2896932,-83.7207314,63,8.6,3.3,"{'latitude': 42.292328, 'longitude': -83.736755, 'generationtime_ms': 0.07700920104980469, 'utc_offset_seconds': 0, 'timezone': 'GMT', 'timezone_abbreviation': 'GMT', 'elevation': 263.0, 'daily_units': {'time': 'iso8601', 'weather_code': 'wmo code', 'temperature_2m_max': '°C', 'temperature_2m_min': '°C'}, 'daily': {'time': ['2024-03-08'], 'weather_code': [63], 'temperature_2m_max': [8.6], 'temperature_2m_min': [3.3]}}"
Sleater-Kinney,4/2/2024 through 4/3/2024, The Showbox,Music,Downtown,47.6085136,-122.3394726,3,9.4,1.9,"{'latitude': 47.621212, 'longitude': -122.33498, 'generationtime_ms': 0.07200241088867188, 'utc_offset_seconds': 0, 'timezone': 'GMT', 'timezone_abbreviation': 'GMT', 'elevation': 42.0, 'daily_units': {'time': 'iso8601', 'weather_code': 'wmo code', 'temperature_2m_max': '°C', 'temperature_2m_min': '°C'}, 'daily': {'time': ['2024-03-08'], 'weather_code': [3], 'temperature_2m_max': [9.4], 'temperature_2m_min': [1.9]}}"
Jimmy Chamberlin Complex,3/18/2024, Neumos,Music,Capitol Hill / Central District,47.613954,-122.3196108,3,9.1,1.6,"{'latitude': 47.621212, 'longitude': -122.33498, 'generationtime_ms': 0.07891654968261719, 'utc_offset_seconds': 0, 'timezone': 'GMT', 'timezone_abbreviation': 'GMT', 'elevation': 95.0, 'daily_units': {'time': 'iso8601', 'weather_code': 'wmo code', 'temperature_2m_max': '°C', 'temperature_2m_min': '°C'}, 'daily': {'time': ['2024-03-08'], 'weather_code': [3], 'temperature_2m_max': [9.1], 'temperature_2m_min': [1.6]}}"
Art Walk Edmonds | Every Third Thursday,Ongoing, Cascadia Art Museum,Visual Arts & Galleries,North,47.8104565,-122.3839448,3,10.3,2.7,"{'latitude': 47.80787, 'longitude': -122.37073, 'generationtime_ms': 0.06103515625, 'utc_offset_seconds': 0, 'timezone': 'GMT', 'timezone_abbreviation': 'GMT', 'elevation': 5.0, 'daily_units': {'time': 'iso8601', 'weather_code': 'wmo code', 'temperature_2m_max': '°C', 'temperature_2m_min': '°C'}, 'daily': {'time': ['2024-03-08'], 'weather_code': [3], 'temperature_2m_max': [10.3], 'temperature_2m_min': [2.7]}}"
Raul de Nieves,Now through 9/30/2024, Henry Art Gallery,Museums,University District,47.6565246,-122.31173279895636,3,9.8,1.8,"{'latitude': 47.653973, 'longitude': -122.3074, 'generationtime_ms': 0.07295608520507812, 'utc_offset_seconds': 0, 'timezone': 'GMT', 'timezone_abbreviation': 'GMT', 'elevation': 40.0, 'daily_units': {'time': 'iso8601', 'weather_code': 'wmo code', 'temperature_2m_max': '°C', 'temperature_2m_min': '°C'}, 'daily': {'time': ['2024-03-08'], 'weather_code': [3], 'temperature_2m_max': [9.8], 'temperature_2m_min': [1.8]}}"
Our Place in this World: Winter 2024 Concert,3/10/2024, Town Hall Seattle,Music,Downtown,47.6090191,-122.32993774092222,3,9.2,1.7,"{'latitude': 47.621212, 'longitude': -122.33498, 'generationtime_ms': 0.06592273712158203, 'utc_offset_seconds': 0, 'timezone': 'GMT', 'timezone_abbreviation': 'GMT', 'elevation': 77.0, 'daily_units': {'time': 'iso8601', 'weather_code': 'wmo code', 'temperature_2m_max': '°C', 'temperature_2m_min': '°C'}, 'daily': {'time': ['2024-03-08'], 'weather_code': [3], 'temperature_2m_max': [9.2], 'temperature_2m_min': [1.7]}}"
Combichrist,3/20/2024, El Corazon,Music,Downtown,-5.2464353,-78.9699948,80,23.7,17.6,"{'latitude': -5.125, 'longitude': -79.0, 'generationtime_ms': 0.030994415283203125, 'utc_offset_seconds': 0, 'timezone': 'GMT', 'timezone_abbreviation': 'GMT', 'elevation': 1630.0, 'daily_units': {'time': 'iso8601', 'weather_code': 'wmo code', 'temperature_2m_max': '°C', 'temperature_2m_min': '°C'}, 'daily': {'time': ['2024-03-08'], 'weather_code': [80], 'temperature_2m_max': [23.7], 'temperature_2m_min': [17.6]}}"
Peekaboo,4/6/2024, Showbox SoDo,Music,Pioneer Square,47.5880461,-122.333928,3,9.9,2.3,"{'latitude': 47.595562, 'longitude': -122.32442, 'generationtime_ms': 0.07700920104980469, 'utc_offset_seconds': 0, 'timezone': 'GMT', 'timezone_abbreviation': 'GMT', 'elevation': 5.0, 'daily_units': {'time': 'iso8601', 'weather_code': 'wmo code', 'temperature_2m_max': '°C', 'temperature_2m_min': '°C'}, 'daily': {'time': ['2024-03-08'], 'weather_code': [3], 'temperature_2m_max': [9.9], 'temperature_2m_min': [2.3]}}"
Scared to Death: The Thrill of Horror Film,Ongoing, MoPOP Museum of Pop Culture,Museums,Queen Anne / Seattle Center,47.621493099999995,-122.34822527405619,3,9.4,1.9,"{'latitude': 47.621212, 'longitude': -122.33498, 'generationtime_ms': 0.06890296936035156, 'utc_offset_seconds': 0, 'timezone': 'GMT', 'timezone_abbreviation': 'GMT', 'elevation': 41.0, 'daily_units': {'time': 'iso8601', 'weather_code': 'wmo code', 'temperature_2m_max': '°C', 'temperature_2m_min': '°C'}, 'daily': {'time': ['2024-03-08'], 'weather_code': [3], 'temperature_2m_max': [9.4], 'temperature_2m_min': [1.9]}}"
True Northwest: The Seattle Journey,Ongoing, Museum of History & Industry,Museums,Queen Anne / Seattle Center,47.6275114,-122.3367506,3,9.7,2.2,"{'latitude': 47.621212, 'longitude': -122.33498, 'generationtime_ms': 0.06496906280517578, 'utc_offset_seconds': 0, 'timezone': 'GMT', 'timezone_abbreviation': 'GMT', 'elevation': 3.0, 'daily_units': {'time': 'iso8601', 'weather_code': 'wmo code', 'temperature_2m_max': '°C', 'temperature_2m_min': '°C'}, 'daily': {'time': ['2024-03-08'], 'weather_code': [3], 'temperature_2m_max': [9.7], 'temperature_2m_min': [2.2]}}"
My Dinner with SAM,3/13/2024, Seattle Art Museum,Museums,Downtown,47.6077008,-122.3385575,3,9.4,1.9,"{'latitude': 47.621212, 'longitude': -122.33498, 'generationtime_ms': 0.07092952728271484, 'utc_offset_seconds': 0, 'timezone': 'GMT', 'timezone_abbreviation': 'GMT', 'elevation': 41.0, 'daily_units': {'time': 'iso8601', 'weather_code': 'wmo code', 'temperature_2m_max': '°C', 'temperature_2m_min': '°C'}, 'daily': {'time': ['2024-03-08'], 'weather_code': [3], 'temperature_2m_max': [9.4], 'temperature_2m_min': [1.9]}}"
Seattle Sounders FC vs. Colorado Rapids,3/16/2024, Lumen Field,Sports,Pioneer Square,47.5953459,-122.33164431196111,3,9.9,2.3,"{'latitude': 47.595562, 'longitude': -122.32442, 'generationtime_ms': 0.07903575897216797, 'utc_offset_seconds': 0, 'timezone': 'GMT', 'timezone_abbreviation': 'GMT', 'elevation': 11.0, 'daily_units': {'time': 'iso8601', 'weather_code': 'wmo code', 'temperature_2m_max': '°C', 'temperature_2m_min': '°C'}, 'daily': {'time': ['2024-03-08'], 'weather_code': [3], 'temperature_2m_max': [9.9], 'temperature_2m_min': [2.3]}}"
International Women’s Day Live Sessions Concert,3/8/2024, The Royal Room,Music,South Seattle,32.2275723,-110.9685178,51,15.4,7.0,"{'latitude': 32.223236, 'longitude': -110.9651, 'generationtime_ms': 0.06103515625, 'utc_offset_seconds': 0, 'timezone': 'GMT', 'timezone_abbreviation': 'GMT', 'elevation': 725.0, 'daily_units': {'time': 'iso8601', 'weather_code': 'wmo code', 'temperature_2m_max': '°C', 'temperature_2m_min': '°C'}, 'daily': {'time': ['2024-03-08'], 'weather_code': [51], 'temperature_2m_max': [15.4], 'temperature_2m_min': [7.0]}}"
Discover Ancient Coast Salish Culture,Ongoing, Hibulb Cultural Center,Museums,North,48.05373125,-122.20152426611563,3,10.6,1.9,"{'latitude': 48.062473, 'longitude': -122.1873, 'generationtime_ms': 0.04696846008300781, 'utc_offset_seconds': 0, 'timezone': 'GMT', 'timezone_abbreviation': 'GMT', 'elevation': 9.0, 'daily_units': {'time': 'iso8601', 'weather_code': 'wmo code', 'temperature_2m_max': '°C', 'temperature_2m_min': '°C'}, 'daily': {'time': ['2024-03-08'], 'weather_code': [3], 'temperature_2m_max': [10.6], 'temperature_2m_min': [1.9]}}"
